Comment,Polarity,Sentiment
Making it a musical was their first mistake,0.125,Positive
I guess Matt didn&#39;t have a decent topic for today so he just did a rant about something everybody knew already (that Joker 2 sucks) 😂,-0.06666666666666667,Negative
"I loved the first movie, thought it was (and is) more or less a masterpiece. Was looking forward to this one, and came away extremely disappointed, broadly speaking on 2 counts. I thought Joachim Phoenix was masterful as always, Lady Gaga good but under-utilised as an actress, a handful of minor plot things (easter eggs, mostly) very good, but my main 2 gripes are:<br><br>1. I&#39;m no fan of musicals, but love music and can dig a movie that riffs on music. A lot, potentially. Todd Phillips said in interviews &quot;It&#39;s not a musical, it uses music&quot; (I paraphrase). Spoiler alert: It&#39;s a musical. The tunes are well-chosen in terms of lyrical themes, but they&#39;re also used to try to cover up the fact that so little actually happens in the film, plot-wise. Frankly, it baffles me.<br><br>2. The key thing is that Matt has almost word-for-word expressed what I had to say to my partner after we&#39;d just seen the film. As I said to her: &quot;I feel like I&#39;m being punished for liking the first film so much. That I am being identified as some kind of &#39;toxic fan&#39; for understanding / liking / relating to themes in the first film&quot;). Nice to know I&#39;m not the only one who felt that way.",0.23139999999999997,Positive
Kung fu panda sequels were pretty good,0.475,Positive
Joker: Madness of 2.<br>Cost: heaps.<br>Made: bugger all.<br>Review: It sucks.,-0.3,Negative
Tbh I didn&#39;t even enjoy the first one that much... 🤷🏻 this one doesn&#39;t seem to deserve the bandwidth to illegally download it and the time wasted to watch it.,0.030000000000000016,Positive
You didn&#39;t review the movie........this was the usual dirge on the state of Hollywood film making.,-0.25,Negative
"Aliens - this time, it&#39;s war.",0.0,Neutral
He should had just continue the Joker storyline as the first one instead of trying to make a antsy film.,0.25,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=200"">3:20</a> Deadpool",0.0,Neutral
they need to re-screen joker 1 to have a hope of making their money back. there was a distinct lack of collagen injected distractions in that movie,0.15,Positive
people are bored of projects piggy-backing female characters onto the success of male characters.,-0.05,Negative
I think this video is 7 minutes longer than necessary.,0.0,Neutral
"Even Joaquin Phoenix called it horrible. Unsurprisingly, Lady Gaga loved it. xD",-0.15000000000000002,Negative
"Saw it last night. Came away wondering why? There could be a good story, it ended when we saw  Lady Gaga. Why? It’s a mystery. How? It’s a mystery . Joker 2? It is a mystery",0.35,Positive
when matt walsh reviews movies I take him less seriously,-0.25,Negative
"Title kinda a turn off. I took French for 4 year. I know Lady Gaga like to occasional her song, with French verse. I just find it difficult to NOT imagine movie with Lady Gaga, NOT gonna be a biopic about her, on some level. I like the acting talent, today. Just a LOT of movie, tv, PLUS streaming with own movie and tv, out there. If I a kid, this an exciting time. But. As adult, I find if I can find 3 movie a year, it win win, cuz I repeat watch. Next for me &#39;Furiosa&#39; which streaming on Max. But I gotta lot of gaming to do, before movie time. Thx for review/heads up on Joker 2.",0.19090909090909092,Positive
Terminator 2 was not a planned sequel. <br>* greatest sequel ever,1.0,Positive
"It’s is a disaster it’s a suicide, the worse Hollywood movie ever made, I just feel sorry for phoenix his talent just got wasted, this movie should win an award the worse movie of the decade",-0.14,Negative
The money Hollywood lost this year could have solved world hunger.,0.0,Neutral
You lost me at musical.,0.0,Neutral
Terminator 2 is an exception to your rule,0.0,Neutral
The first one also sucked.,0.25,Positive
22 jump street was as good if not better than it’s predecessor,0.22499999999999998,Positive
Bladerunner 2049 is an outlier in terms being a great sequel.,0.8,Positive
The question is ...Why dont the producers KNOW HOW BAD A FILM IS?....Dont they keep an eye on how things are going ? Do they just go &quot; ok its crap release it anyway?,-0.3333333333333333,Negative
"Terminator 2 is an exception. It wasn’t planned in the beginning and was a remake (of sorts) framed and told as a continuation.<br><br>And it is an all-time great film, if not the GOAT of films.",0.8,Positive
Hollywood deep Fake Cinema,-0.25,Negative
Best part is the end making sure no third joker movie,0.5,Positive
"As just a regular English fella it doesn&#39;t matter of your straight,  gay, black or white. Shite hollywood is shite",0.07500000000000001,Positive
This movie was doomed to suck. Pmsl 😂😂,0.0,Neutral
What political message were they trying to push with this movie?,0.0,Neutral
Todd Phillips pimped out my mom in chicago in the early 90s,0.1,Positive
Alians,0.0,Neutral
"Superman II oddly enough... and that&#39;s considered the best movie of the Christopher Reeve era....and honestly, like joker, they should have quit while they were ahead...",0.5333333333333333,Positive
"White lotus season 2 wasnt planned, yet turned out even better than season 1. Its not a movie but in some sense that makes it even more impressive.",0.5,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=180"">3:00</a> - Aliens, bro. Aliens. Terminator 2. The Dark Knight. Rocky 2. Toy Story 2. Top Gun Maverick... You&#39;re not racist, but not a movie entendeur either.",0.175,Positive
Star Trek Wrath of Khan exceeded the original but was not planned ahead of time.  I freely acknowledge that it probably doesn&#39;t fit your argument as it came from a long-standing franchise from another medium.  It was not just good trek - - it was good cinema.  Normally I would now tell you to &quot;live long and prosper&quot; but that would make me appear as too much of a geek.,0.35937500000000006,Positive
Hollywood in preachers season. They are the righteous ones!,0.0,Neutral
"Last week I got talked into seeing the thing.  It was a long night, having to  sit through this flop.  I have not seen anything this bad since watching &#39;A Day Without A Mexican&#39; and that was back in 2003. The only reason why I chose to suffer through the whole movie was out of a sense of sociability.",-0.09166666666666663,Negative
"&quot; I know what , everyone will love a musical if we make it&quot;<br><br>Sure bro",0.25,Positive
Joker 2 is trash,0.0,Neutral
"The french can pronounce it: Folí a dö (ö ~ir like on girl, world or sir). So it is fo-lee ah dir.",0.0,Neutral
It wasn’t that bad. The first movie was about a victim of society becoming violent and vengeful and getting praised for it. The second movie asked the question about whether becoming violent Is a justifiable response to being victimised - the answer - no. I didn’t like the first movie because it made joker out to be an angry social justice type of anarchist. And I like the second movie for not further glorifying violence and turning him into some clown version of George Floyd and actually posing deep moral questions. Yeah the court room drama was a bit boring and the musicals were a bit much. But it wasn’t swayed into further romanticising him as a sympathetic villain. That isn’t the message you want to put out to people,-0.08708333333333332,Negative
"Terminator 2, Aliens...",0.0,Neutral
Matt is a veritable word smith,0.0,Neutral
Because its too cliche. Part 2 oh let&#39;s see what we give him. A girlfriend. Oh guess what a baby is coming for part 3. So predictable and totally opposite from the first.,0.016666666666666663,Positive
I offer Grease 2 as an example of a great movie. It was not part of the original creator&#39;s plan from the beginning.,0.5875,Positive
Next movie idea ‘am I a flat earthist?’,-0.0125,Negative
"The movie is not bad. The narrative built around it, is not in good faith.<br><br>It&#39;s different from the first, but taking his mental illness into account, the song and dance makes sense.<br><br>Loved the first, very King of Comedy/ Taxi Driver. But the second movie deals with the consequences of his actions plus his further slide into mental illness.",0.15499999999999997,Positive
Wolverine and Deadpool sucked too,0.0,Neutral
America truly is a cultural wasteland. You can&#39;t even put a French word in a film title or put a musical number in it without people kicking off.,0.03333333333333333,Positive
People from Hollywood gaslight themselves to think that Joker was alt-right pro men movie so they feel the need to undo first movie,0.25,Positive
"Matt, you should have watched &quot;Am I Racist&quot; if you want to see real life actual jokers.",0.1,Positive
Joker 2 as name and no joker inside😉 worst movie  of Phoenix  ever,-1.0,Negative
Aliens &amp; Terminator 2.,0.0,Neutral
But you guys don&#39;t care about Hollywood right? That&#39;s like one of the lame shticks you all do. So why the f*ck do I care what you think about it?,-0.10714285714285715,Negative
Joke&#39;s on him: Folly of a Douche.,0.0,Neutral
How about The New Testament?  That was better than the original.,0.3371212121212121,Positive
"Terminator 2, Aliens, That&#39;s about in in terms of sequels better than the original. Havent seen Godfather.",0.4375,Positive
I can see why Matt feels that a more conservative take would help this film!,0.625,Positive
"I haven’t seen a sequel with such contempt for its audience since Exorcist II The Heretic! Ay, caramba!",0.0,Neutral
"Hollywood, courted by the elites as their propoganda arm, now believe it can tell people what they will like, rather than ask, They have become gods in their own minds.",0.6,Positive
If you treat the word “folie”’as a faux ami (from the perspective of a learner of French) - then this movie’s title perfectly sums up what this movie’s problem is - the “folly” of a second one !,0.3333333333333333,Positive
"I agree with everything you said, except... if you want a sequel as good or better than the original, then look no further than Terminator 2.",0.39375,Positive
It was mid,0.0,Neutral
"After Napoleon, i dont trust phoenix. Shall i pay 15£ hmmmm",0.0,Neutral
"Well… I liked it. Not a fan of it being a sort of musical, which I believe should have been more clear on the marketing, but as a long time Batman fan, I love the Joker and I’m a sucker for the character.",0.19285714285714287,Positive
The director was just trying to get invited to the Catalina wine mixer after they blackballed him for the first movie.,0.25,Positive
So sad. Joker 1 was so dang good!,0.1875,Positive
It was made to suck.  That is why WB will sue.,0.0,Neutral
"The communist DEI/LGBTQIA+ agenda has literally been in many TV series and movies, even sneaking the scenes in later in the movie or in later episodes. It&#39;s disgusting and ruins the entire presentation. Speaking of far left Lady Gaga, she was in a part of the American Horror Story series, which heavily pushes the homosexuality and woke agendas.",-0.075,Negative
"Wow!!!  Matt Walsh, you sir just did the opposite. If the movie was that bad and you telling us the gist and the ending is the best ever rendition of Joker 2. I thank you sir.",0.12382812500000004,Positive
I didn&#39;t think it was so bad. I&#39;d give it 7/10.<br><br>Despite flaws it has excellent performances by the two leads. It&#39;s not really had.,0.06666666666666672,Positive
Matt and his age group grew up on super hero movies. How sad.,-0.08333333333333334,Negative
A lady gaga musical?  Nope,0.0,Neutral
Rocky 2 was a good sequal,0.7,Positive
After the first one accidentally resonated with so called &quot;incels&quot; you knew they weren&#39;t going to let that happen again. They&#39;d rather destroy the franchise. If you don&#39;t think movie studios are willing to lose money at the box office to do this just look at some of what Disney and Marvel have done lately with movies that used to primarily appeal to male audiences.,0.06666666666666667,Positive
I liked it,0.6,Positive
Fast and Furious 2 was the BEST unplanned sequel.,0.6,Positive
"Generally speaking, with a sequel, you can go for broke, in the hope of the anointed and desirable franchise, or you can rush something out, and capitalise on the original. Either way, you would expect to make a bit of money. <br>Batman Returns, springs to mind, as a failed sequel (whether it made money, I don&#39;t know), because the Director was given a huge cheque, and allowed his head.",0.08125000000000003,Positive
Todd Philips you dip💩 you ruin the first one by  Arthur Fleck is not the Joker. <br>Director hate the audience that ❤ the original film. <br>I would just make believe this sequel doesn&#39;t exist.<br>for my sanity <br>😂😅,-0.05833333333333335,Negative
I loved it. The amount of hate is so unecessary.,-0.050000000000000044,Negative
"Contrapoint: Terminator 2 wasn&#39;t planned, and it was even better than Terminator",0.5,Positive
The first Joker movie was garbage,0.25,Positive
"I dont like the first one. Its depressing sh1t. And that isnt the original story of the Joker. Tell ya what, they wont make The Killing Joke, tell ya that much.",0.05625000000000001,Positive
A movie making the bad guy into a hero is by default a garbage movie.,-0.6999999999999998,Negative
I want my money back. Absolutely one of the worst movies I&#39;ve ever seen intentionally.,-0.26666666666666666,Negative
Terminator 2,0.0,Neutral
cant wait for this guys sequel AM I RETARDED?,-0.8,Negative
Thanks for taking one for the boys.,0.2,Positive
"Why did Lady Gaga sang while putting on makeup? Is it some kind of Western plot device? As an Asian movie goer, that part was weird.",0.024999999999999994,Positive
Unexpected sequel years after the first that was a success?<br><br>Um... 2010?,0.175,Positive
Bride of Frankenstein is also an exception to the rule.,0.0,Neutral
I love listening to lady Gaga voice. I hate seeing Harley Quinn signing.,-0.15000000000000002,Negative
"Its official, Matt canceled joker folia duken(or whatever its called.)",0.0,Neutral
"There&#39;s lots of great horror sequels and b movies in general tend to fare better with sequels. Not every movie needs to be a work of art, well made entertainment is good enough sometimes.",0.41,Positive
👍,0.0,Neutral
Tarrifier 3 is going to make a much bigger profit.,0.0,Neutral
"Oh man... under a minute in and i am already realizing how far away from mainstream i am... not only have i not heard that this movie was coming out this weekend, i didnt even know this movie was being made. I never saw the last joker, but i did hear about it before it released.",0.03333333333333333,Positive
Anything with French in the title must be a pathetic pretentious gay movie. Change my mind,-0.22083333333333333,Negative
"I concur — subject movie was indeed, quite bad. Being an AMC A-List member, I fortunately didn’t pay money to see it.  I didn’t see the first movie (nor do I plan on), so I can’t compare the two either.",-0.05416666666666661,Negative
"At least Megalopolis, despite being a flop, was a labour of love for Francis Ford Coppola. For Todd Phillips, Joker Folie a Deux was a labour of hate.",-0.20000000000000004,Negative
"I liked it. Ending didn’t work but it was enjoyable throughout the rest, I guess I don’t mind musicals and courtroom dramas.",0.55,Positive
The Joker 2 became a joke on its own…a lame one at best.,0.25,Positive
"Slow news week, huh?",-0.30000000000000004,Negative
Surely you learn French in American schools,0.16666666666666666,Positive
Shanghai knights best sequel movie,1.0,Positive
A24 is the company producing the best films in recent years. Based in New York. An amazing list of quality movies. Check them out.,0.4340909090909091,Positive
Folly a DOO 😂😂😂<br>Its hardly advanced Latin. <br>Its 1 word and a well known phrase.<br><br>I thought you Americans were big on pronouncing things correctly right now. Ask Cameler.,0.22857142857142856,Positive
"I&#39;m sorry, I&#39;m not going to the cinema to watch it, I&#39;m tired of this cinema culture.",-0.45,Negative
"I hope there are some good deleted scenes, and they rework the whole film based on that, as it was a big letdown, in my opinion.",0.3,Positive
"❤ People want real heroes, ones that inspire you to do better than you are doing. And lucky, if you get the girl. And the girl gets the guy. And loved babies are made to love.❤",0.4333333333333333,Positive
"Nothing but shite in Hollywood these days or Disney either. Everyone is brain dead. To Disney, I would say pick up a damn Grimms Fairy Tale book and use your effing imagination! Humpty Dumpty…nowhere does the fable say it is an egg. You guys just lazy and stupid.",-0.46875,Negative
The first one was terrible already,-0.375,Negative
Awful film the warning sign is lady Gaga,-1.0,Negative
It sucked because for no good reason they made it a musical and not even a good musical hell I&#39;ll watch a musical if I knew it was a musical but when you go in expecting a dark adventure like the first one and instead you get corny musical numbers then its almost a personal insult to my time and wallet,0.045,Positive
"MATT THE REAL MVP, MOST OF US WALKED OUT 😂",0.35,Positive
It wasn&#39;t great honestly....like.....totally not necessary and there was so much they could have done but they just destroyed the whole character and premise. It&#39;s sad. 😢,0.13999999999999999,Positive
I can pronouce it easy. lol,0.6166666666666667,Positive
"Its a great movie with a superb counter cultural message.  Joker sees through the shallowness of fame and wants to be his true self.  Its not for everyone, but its superb.",0.5750000000000001,Positive
I haven&#39;t been to a movie in 20 years and I haven&#39;t missed a thing.,0.0,Neutral
Good man,0.7,Positive
Terminator 2 is the exception.,0.0,Neutral
Terminator 2 is the only Sequel to truly destroy the first one.,0.016666666666666663,Positive
This movie cant even get views on Illegal streaming sites,-0.5,Negative
Terminator 2 is arguably the best sequel ever !,1.0,Positive
Who knew that no1 cares about musicals... Well I never,0.0,Neutral
"Another question I’d like Matt to answer is why is the film industry creating such dark, deprived materials as a vehicle for mass commercial entertainment?  I don’t care how good and meaningful the story is whether that’s the original or the sequel.  Something is seriously wrong when we have a society that consumes this stuff en masse.",0.13214285714285712,Positive
What has this to do with pamela harris?  Why aren&#39;t you bein mean to pamela harris?,-0.3125,Negative
Im not watching -  I can just tell its all about Gaga.  Absolute joke (mind the pun).  The first one was brilliant.  Harley Quinn wasnt even that big of a character for Joker in the comics.,0.3375,Positive
"Well Matt this was dissapointing...i held you in high regard review vise...well in general how constructive in criticizm you can be at given topic.... yet you choose to bandwagon the Joker 2 bashing train, and to sum it up you did only that. This video contains 20 seconds talking about actual movie...underlying themes of this movies are post world war 2 neo liberalism, rise of the pure capitalism...social capital decline... victim psychology.... narcisistic behaviour... empathy starvation... idolisation... psychopat idealisation... and a lot more... god forbid mention tragic love...but... yeah...people think it has nothing in it but singing and money grab. You are documentary maker yourself... quite good one in my opinion, you should have done better on this one. Best regards",0.19160714285714286,Positive
"T-2 was one of the best ever.  And the Sarah Connor tv series was great, except that it was matriarchist.",0.9,Positive
"Musicals do NOT exist in real life. Musicals are the most hated movies. LA LA Land, a musical, was voted best movie...go figure.",0.15999999999999998,Positive
"I don&#39;t think the movie hates its own audience, I honestly find that to be a bit of a shallow interpretation. What happens is that the real life audience of this movie mirrors Joker&#39;s fans in the movie. We expected to get a movie about Arthur embracing his Joker persona, the same way his fans in the movie did. The movie does not live up to those expectations and shows us more of the broken man behind said persona, but that&#39;s not what we wanted to see. So we stab the movie to death, so to speak.<br>I find this whole outcome quite interesting.",0.1082070707070707,Positive
It&#39;s shouldn&#39;t have been made.,0.0,Neutral
"i think that the movie makes sense... there was not supposed to be a sequel  but i asked the question, what happens to arthur next? and honestly.. im satisfied with the answer.. it could have been anything i dont care..  everyone was expecting a prison break and him turning into the joker of course.. and that literally happened in the movie.. but... the character arthur fleck stayed in character the whole time.. the whole lady gaga thing is whatever but i honestly like it if you think about her portrayal as harley quinn i honestly wasnt even thinking of her as that character until eventually i was like oh yeah shes supposed to be harley quinn.. shes just some crazy girl in a prison and then it turns out shes a rich girl who just wanted to get close to the sensation that is joker through the media and she lies to do so.. instead of it being the comic book sequel we were all hoping for they made it a realistic next stage.. yeah hes just some guy who did some crazy stuff and so yeah now hes in prison facing the consequences.. thats what happens to him.. you wanted to know.. this is what happens.. all of you are saying you didnt ask but i did ask.. im also the reason the movie solo exists and i think you should watch that movie because i think youll like it..",0.1409722222222222,Positive
Moon landing was fake,-0.5,Negative
I enjoyed Rush Hour 2 and Bad Boys 2 more than originals.,0.10000000000000005,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=185"">03:05</a> I agree with the overall point.  Outliers are almost non existent.  Terminator 2 is one such rare outlier.",0.09999999999999999,Positive
"Aliens, (Alien 2) was as good as the first one. Just saying.",0.2333333333333333,Positive
"BOTH joker movies suckkkked... they changed the whole premis of the joker. He was a criminal mastermind with a touch of sinister humor,  not a mentally unstable leftie.",-0.16249999999999998,Negative
"Haven&#39;t seen it, don&#39;t plan to.",0.0,Neutral
I planned on not watching that ish!,0.0,Neutral
"What a strange concept; &#39;honest review&#39; ??- Why would you do a review that is the opposite ? Is there an honest and a dishonest version of this ? Are you suggesting that a lot of the reviews out there is &#39;fake&#39; or &#39;paid for,&#39; or the like? Doesn&#39;t seem like it with that Rotten score... or are you saying that everything else you do isn&#39;t honest?  Is it, in reality, a way of trying to make your review stand out from all the others saying the exact same thing?  This review only exist because you are running a channel, with 3,05 milllion subscribers. That is it&#39;s sole reason for being ! <br>- Here is a suggestion if you want to stand out; play your review on the banjo that is standing in the background (which is strange in its own right; why is it there? You obviously don&#39;t like musicals..), and stop capitalising on the word &#39;honest&#39;... My review of your review (cause that&#39;s all that it is)",0.14890109890109887,Positive
"I really liked the first one. But once i heard the second one was gonna be a musical and lady caca was gonna be in it, I lost all interest in seeing it.",0.2125,Positive
Went to see it with my girlfriend. We suffered through the first 30-40 minutes and then left. It&#39;s really bad.,-0.14999999999999994,Negative
"Rocky 1, 2, 3 and 4 were all progressively better. Beyond that there&#39;s definitely very few examples of sequels getting better",0.24666666666666667,Positive
"Aliens is an example of a truly amazing unplanned sequel, maybe the best",0.8,Positive
LOTR,0.0,Neutral
"I believe Jocker 2 is as bad as a fart after Taco Tuesday but the entire storyline is safe. It would make more sense if you imagine for a second that the director of the movie is Tarantino... you know how that works don&#39;t you? The devil is in the detail of the timeline... if you watch the end of Jocker (the last scene after the night of anarchy in Gotham), he&#39;s in Arkaham with his psychiatrist and he kills her, you can tell by the blood on his footprints when he walks on the corridor. Well, if you count the number of people he killed that will make 7 (3 drunks on the train, 1 with the midget, 1 on TV, 1 mum, 1 psychiatrist) ... in Jocker 2 he&#39;s always acused of killing 5 (not counting his mum) so the entire Jocker In Brodway movie happens after Anarchy Night and before he ends in Arkaham with the psychiatrist. Conclusion, the entire story didn&#39;t happen at all, it was just something he imagined, same as his relationship with Sophie in the first movie. Another argument that supports this theory is that in Jocker In Brodway, he&#39;s not the psychopath maniac he was at the end of the first movie but the wimpy character he was at the beginning of the movie. Lastly, so you can sleep well tonight... where in the world a Supreme Court Judge will allow a maniac to defend himself wearing a clown costume??? he definitely imagined if not the whole story, 95% of it, probably he met Harley the first time he was transferred to Arkaham but that was all, and when he&#39;s stabbed at the end, it&#39;s when the story rolls back to reality and he starts laughing with the psychiatrist... laughing about how stupid would be to die that way after everything he did... that&#39;s why he says to her &quot;you wouldn&#39;t understand&quot; and kills her just because &quot;it&#39;s fun&quot; for him.",0.013888888888888895,Positive
"Dark knight rises was a phenomenal movie, but it might fall under the pre planned story.",0.175,Positive
One unplanned sequel that was actually good and arguably better than the original: Aliens,0.525,Positive
Top gun??,0.5,Positive
top gun maverick is one of those rare sequels that are actually pretty good despite not being planned originally (just mentioning it be cause Matt couldn&#39;t recall any good title that nailed being a good sequel),0.5035714285714287,Positive
I thought Joker 2 was a fascinating character study. I liked that it wasn&#39;t a copy of the (epic) first film. I wish they could&#39;ve limited the singing though. Seemed out of place most of the time.,0.34642857142857136,Positive
Terminator 2 was better than the first one.,0.375,Positive
why did this movie have a 190 million dollar budget? did 150 million dollars go to lady gaga and her dance company? tick tock tick tock.. im guessing the answer is yes...,0.0,Neutral
"Probably the only sequels that were not planned but ended up being as fantastic as the original are Aliens, Terminator 2 and Back to the Future II.",0.155,Positive
I think both are perfect,1.0,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=178"">2:58</a> Wrong.  Aliens and Terminator 2.",-0.5,Negative
"It wasn&#39;t as bad as everyone said (and this is coming from a guy that hates musicals) but I was well prepared for it to suck when I went in. The songs only went for about 90 seconds, which was bareable but I mourn what could have been. I saw maybe a Fight Club style movie where the Joker leads a Project Mayhem style anarchy group...however it was never going to be that sort of film.",-0.3499999999999999,Negative
It was liked by straight white men so it had to be destroyed.,0.26666666666666666,Positive
Shrek 2... shrek was not expected to be a huge success and thus shrek 2 was just made for the sake of supplying more shrek content. But it was a great movie! More memorable than the first in my opinion.,0.4375,Positive
S squad sucked joker sucked we already knew this was gonna suck as soon as I heard it was a musical that didn&#39;t fit the scenes at all I wasn&#39;t wasting my money I didn&#39;t like the first one,0.21666666666666667,Positive
T2: Judgement Day,0.0,Neutral
"i’m actually surprised matt didn’t like it. yes, the movie criticizes the audience. because we are just like the crazed fans of the joker in the movie, we only care about the joker as a symbol, and disregard the suffering of the man. so, as soon as arthur fleck renounces that the joker, just like his fans, we turn on him. because, nobody cares about the man, they push this clearly mentally ill man to basically sabotage his whole life, and push away the only people that actually want to help him. then when he actually does something noble, by taking accountability for his actions, they turn their backs on him. it’s actually kind of beautiful, and the fact that the audience has done exactly that in response to this film for that very reason, because they wanted THE JOKER but what they got was arthur fleck,  well, i found it to be poetic and very telling of us as a society. we are the mad ones. we identify with arthur fleck, and get catharsis from the joker, because it’s so easy for us to see ourselves as the “victim” rather than the problem. am i crazy, did i just like think way too much into this movie? why am i the only one defending it?",0.11041666666666668,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=166"">2:46</a><br>Terminator 2 is one of the exceptions to that rule. Back to the Future 2 was also pretty good - not better but it didn&#39;t bomb either.<br>Aliens (after Alien) is also an exception.<br>The Naked Gun 2 1/5 was a good sequel.<br>Police Academy 2 to 8 were also pretty funny.<br>Peyton Manning was better than Archie Manning.",0.19,Positive
"This movie exists? I&#39;ve never heard of this. I&#39;m constantly on the internet and driving around at properties, dealing with tenants, etc, and NOBODY has EVER mentioned this ONE TIME. Did they just skip an entire region? It&#39;s crazy to me that a joker film came out and I found out here.",-0.19999999999999998,Negative
Its just an odd choice isn&#39;t it. Oh wow that dark origin story movie we made was an unexpected smash let&#39;s make the sequel a musical they will bloody love it,-0.059523809523809534,Negative
Terminator 2 is a sequel that overshadowed the original,0.375,Positive
"I agree that most unplanned sequels suck (Fly 2 and Robocop 2, yikes!), but there are some exceptions to the rule, like Terminator 2 and Aliens, which happen to be from the same director, maybe that explains it, I dunno...<br>I haven&#39;t seen Joker 2 yet (and yes I liked Joker quite a bit; I am not a fan of superhero movies but Joker wasn&#39;t really one), but two things that were always a bad sign for me:<br>1. The French subtitle &quot;Folie a Deux&quot; makes it sound pretentious and artsy-fartsy. A bit like those Wall Street idiots in the 1980s going to bars to read poems to other customers (yeah that was a scene from a Tom Cruise movie where I got it, I didn&#39;t know that was a thing).<br>2. While better than Madonna, I don&#39;t like Lady Gaga as an actor. In a way that role fits her as she always seems to like to present herself as &quot;broken&quot; and a bit of a cuckoo, but still her acting just doesn&#39;t work on me. I took my wife to one of her concerts like 10 years ago tho, my wife liked it a lot, I wore hearing protections (not because I hated the music, but it was just too loud, I don&#39;t like concerts, they kill hearing).<br>I will try to see the movie with an open mind at some point, but unfortunately I expect it to be pretentious and artsy-fartsy.",0.013750000000000021,Positive
Star Trek II was not planned and far superior.,0.39999999999999997,Positive
Aliens and Terminator 2 off the top of my head. <br>Come on Matt,0.5,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=166"">2:46</a> I know of an exception: Back to the Future Parts II and III",0.0,Neutral
Top gun maverick and terminator 2,0.5,Positive
Should watch Terrifier 3. That obliterates Joker 2 in every single way.,-0.07142857142857142,Negative
"Darn... I actually liked that chick, too. Well, not that it matters to her but there goes what&#39;s left of <i>her</i> career... I just hope this doesn&#39;t tarnish <i>his</i> career too much. I refuse to watch it but hopefully he doesn&#39;t stop with this one.",0.26666666666666666,Positive
Terminator 2,0.0,Neutral
"Joker 2 was awful. And I agree with most of what Walsh says. But I do sorta feel like it’s a bit of a stretch to say that “Hollywood hates their audience.” Maybe. I just think they made a really, really bad movie here. End of story.",-0.3999999999999999,Negative
"I wasn&#39;t a big fan of the first Joker. The Joker is an elemental villain--he&#39;s more of a spirit or demon, hence why he has no definitive origin. But I&#39;m not a purist. I was willing to entertain a thought experiment where you dream up an origin that might make sense for the Joker we all know as Batman&#39;s archnemesis. But a pathetic, abused whiner doesn&#39;t become that in my mind. STILL, I was willing to go along with another movie showing us how this Arthur Fleck guy becomes Batman&#39;s biggest foe. If they&#39;d kept the original narrative of Harley Quinn as Joker&#39;s psychologist who he manages to manipulate into madness and used that as a stepping stone to becoming the Joker we all know, Joker 2 could&#39;ve been a really interesting film warranting a third part that brings in Batman and completes Fleck&#39;s evolution. It&#39;s such a shame Phillips shit the bed so badly.",0.05192307692307693,Positive
"&quot;Hey guys, let&#39;s make a second Joker movie!&quot;<br>-Um... Wait, <i>why?</i><br>&quot;We&#39;ll make it a <i>musical!</i> &quot; <br>-Um... Wait, <i>why?</i><br>&quot;And we&#39;ll put Lady Gaga in it!&quot;<br>-Um... Wait, <i>why?</i><br>&quot;We have a $200,000,000 budget!&quot;<br>-Oh, sure. We can pocket at <i>least</i> $40,000,000 of that. Sure, whatever. Let it rip. Just kill him in the end so we can finally wash out hands of this ridiculous garbage.<br>&quot;Done and done...&quot;",0.13333333333333336,Positive
Lady Gaga took a break from badly imitating Madonna to badly imitate Harley Quinn. I don&#39;t pay for bad impressions.,-0.6999999999999998,Negative
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=180"">3:00</a> back to the future 2",0.0,Neutral
"Pirates Of The Caribbean: Dead Man’s Chest is the only example I can think of where an unplanned sequel built on and surpassed the original. The Mummy Returns is another. Bigger and dumber, but more fun and more of a commercial success. It’s not hard to please the fans. It’s just that Hollywood producers have no instincts for it.",0.19208333333333333,Positive
Rocky ll = best sequel,1.0,Positive
The Lesson: Hollywood THINKS IT HAS THE RIGHT TO TELL US WHAT WE <b>CAN &amp; CAN&#39;T LIKE.</b>,0.2857142857142857,Positive
"I&#39;m going to watch Terrifier 3 instead, who&#39;s with me?",0.0,Neutral
"I liked the movie, very entertaining and well orchestrated and I also loved the singing.",0.65,Positive
"Was there a sequel - that was not originally planned - that was as good as the original  ?<br>How about Mad Max 2  (Road Warrior) ?<br><br>Notwithstanding that, I agree that most &quot;unplanned&quot; sequels are a great disappointment.",0.1375,Positive
The Sergio Leone Dollars trilogy was fantastic and is an example of sequels getting even better.,0.45,Positive
"Godfather 2 absolutely wasn&#39;t planned. Coppola didn&#39;t want to do it. He didn&#39;t even want to do the first one. Watching it, you&#39;d think it was planned, however, as it&#39;s so well written, and the continuity from GF1 is absurd.",-0.016666666666666663,Negative
Joker 2 Fail a doo doo.,-0.5,Negative
Joker 2 Foolish Doodoo,0.0,Neutral
